index	STRING_id
801	10090.ENSMUSP00000009699
802	10090.ENSMUSP00000009705
803	10090.ENSMUSP00000009713
804	10090.ENSMUSP00000009727
805	10090.ENSMUSP00000009740
806	10090.ENSMUSP00000009772
807	10090.ENSMUSP00000009774
808	10090.ENSMUSP00000009777
809	10090.ENSMUSP00000009789
810	10090.ENSMUSP00000009790
811	10090.ENSMUSP00000009814
812	10090.ENSMUSP00000009875
813	10090.ENSMUSP00000010007
814	10090.ENSMUSP00000010038
815	10090.ENSMUSP00000010044
816	10090.ENSMUSP00000010085
817	10090.ENSMUSP00000010127
818	10090.ENSMUSP00000010188
819	10090.ENSMUSP00000010189
